Port Name,Latitude,Longitude,Port_Type,Port Size,UN/LOCODE,Source URL
Hantsport Harbor,"45° 4' 0"" N","64° 10' 0"" W","Pier, Jetty or Wharf",Very Small,CAHPT,http://www.worldportsource.com/ports/CAN_Hantsport_Harbor_4023.php
Gros Cacouna Harbor,"47° 55' 35"" N","69° 30' 34"" W",Harbor,Small,CAGCA,http://www.worldportsource.com/ports/CAN_Gros_Cacouna_Harbor_4021.php
Heron Bay,"48° 39' 1"" N","86° 18' 56"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CAN_Heron_Bay_4050.php
Grand Bank Harbour,"47° 6' 1"" N","55° 45' 6"" W",Harbor,Very Small,CAGRB,http://www.worldportsource.com/ports/CAN_Grand_Bank_Harbour_2623.php
Goose Bay Harbor,"53° 23' 4"" N","60° 20' 51"" W","Pier, Jetty or Wharf",Very Small,CAGOO,http://www.worldportsource.com/ports/CAN_Goose_Bay_Harbor_4018.php
Port of Gold River,"49° 40' 53"" N","126° 7' 10"" W",Harbor,Very Small,CAGOR,http://www.worldportsource.com/ports/CAN_Port_of_Gold_River_2622.php
Port of Goderich,"43° 44' 48"" N","81° 43' 20"" W",Harbor,Small,CAGOH,http://www.worldportsource.com/ports/CAN_Port_of_Goderich_2621.php
Port of Godbout,"49° 19' 22"" N","67° 35' 23"" W",Harbor,Small,CAGBT,http://www.worldportsource.com/ports/CAN_Port_of_Godbout_2620.php
Georgetown Harbor,"46° 10' 45"" N","62° 31' 58"" W",Harbor,Small,CAGGW,http://www.worldportsource.com/ports/CAN_Georgetown_Harbor_4017.php
Hamilton Port *,"43° 17' 5"" N","79° 49' 34"" W",Seaport,Medium,CAHAM,http://www.worldportsource.com/ports/CAN_Hamilton_Port_103.php
Fulford Harbour,"48° 46' 16"" N","123° 27' 23"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Fulford_Harbour_4010.php
Ganges Harbor,"48° 51' 10"" N","123° 29' 41"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Ganges_Harbor_4006.php
Forestville Harbor,"48° 44' 0"" N","69° 3' 44"" W",Harbor,Small,CAFRV,http://www.worldportsource.com/ports/CAN_Forestville_Harbor_4016.php
Fairview Cove Terminal,"44° 39' 58"" N","63° 37' 49"" W",Seaport,Small,,http://www.worldportsource.com/ports/CAN_Fairview_Cove_Terminal_4400.php
Esquimalt Harbor,"48° 26' 11"" N","123° 26' 6"" W",Seaport,Medium,CAESQ,http://www.worldportsource.com/ports/CAN_Esquimalt_Harbor_4014.php
Duncan Bay Harbor,"50° 4' 25"" N","125° 17' 21"" W",Seaport,Small,CADCN,http://www.worldportsource.com/ports/CAN_Duncan_Bay_Harbor_3988.php
Port of Gaspe,"48° 49' 28"" N","64° 26' 22"" W",Harbor,Small,CAGPE,http://www.worldportsource.com/ports/CAN_Port_of_Gaspe_307.php
Port of Digby,"44° 37' 31"" N","65° 45' 13"" W","Pier, Jetty or Wharf",Small,CADIG,http://www.worldportsource.com/ports/CAN_Port_of_Digby_511.php
Port of Dalhousie,"48° 4' 12"" N","66° 22' 21"" W",Seaport,Medium,CADHS,http://www.worldportsource.com/ports/CAN_Port_of_Dalhousie_3782.php
Westshore Terminals,"49° 1' 1"" N","123° 9' 37"" W",Seaport,Medium,,http://www.worldportsource.com/ports/CAN_Westshore_Terminals_5212.php
Port of Crofton,"48° 52' 19"" N","123° 38' 20"" W",Seaport,Small,CACRO,http://www.worldportsource.com/ports/CAN_Port_of_Crofton_4005.php
Country Harbour,"45° 23' 17"" N","61° 29' 49"" W",Harbor,Small,CACOH,http://www.worldportsource.com/ports/CAN_Country_Harbour_4004.php
Port of Cowichan Bay,"48° 44' 28"" N","123° 37' 12"" W",Harbor,Small,CACCB,http://www.worldportsource.com/ports/CAN_Port_of_Cowichan_Bay_2619.php
Port of Cornwall,"45° 0' 42"" N","74° 44' 6"" W",Seaport,Small,CACWL,http://www.worldportsource.com/ports/CAN_Port_of_Cornwall_4003.php
Cortes Bay Harbor,"50° 3' 39"" N","124° 55' 52"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/CAN_Cortes_Bay_Harbor_3986.php
Port of Corner Brook,"48° 57' 38"" N","57° 56' 17"" W",Seaport,Small,CACBK,http://www.worldportsource.com/ports/CAN_Port_of_Corner_Brook_2618.php
Contrecoeur Harbor,"45° 51' 23"" N","73° 14' 27"" W",Harbor,Small,CACOC,http://www.worldportsource.com/ports/CAN_Contrecoeur_Harbor_4001.php
Comox Harbor,"49° 40' 15"" N","124° 55' 44"" W",Harbor,Small,CACOX,http://www.worldportsource.com/ports/CAN_Comox_Harbor_4000.php
Port of Dixon Entrance,"54° 0' 11"" N","132° 38' 45"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/CAN_Port_of_Dixon_Entrance_4195.php
Port of Collingwood,"44° 30' 35"" N","80° 13' 37"" W",Harbor,Small,CACOL,http://www.worldportsource.com/ports/CAN_Port_of_Collingwood_2616.php
Coal Harbor,"50° 35' 53"" N","127° 34' 52"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CAN_Coal_Harbor_4074.php
Clarenville Harbor,"48° 9' 48"" N","53° 57' 39"" W",Harbor,Small,CACLE,http://www.worldportsource.com/ports/CAN_Clarenville_Harbor_3994.php
Port of Clarkson,"43° 29' 24"" N","79° 36' 24"" W","Pier, Jetty or Wharf",Small,CACSN,http://www.worldportsource.com/ports/CAN_Port_of_Clarkson_3995.php
Port of Churchill,"58° 46' 33"" N","94° 11' 38"" W","Pier, Jetty or Wharf",Small,CACHV,http://www.worldportsource.com/ports/CAN_Port_of_Churchill_341.php
Port of Come By Chance,"47° 47' 59"" N","54° 0' 41"" W",Seaport,Small,CACBC,http://www.worldportsource.com/ports/CAN_Port_of_Come_By_Chance_3999.php
Port of Chicoutimi,"48° 25' 48"" N","71° 3' 15"" W",Seaport,Small,CACHI,http://www.worldportsource.com/ports/CAN_Port_of_Chicoutimi_1761.php
Port of Chemainus,"48° 55' 23"" N","123° 42' 39"" W",Seaport,Medium,CACHM,http://www.worldportsource.com/ports/CAN_Port_of_Chemainus_510.php
Chatham Harbor,"47° 2' 4"" N","65° 28' 6"" W",Harbor,Small,CACHN,http://www.worldportsource.com/ports/CAN_Chatham_Harbor_3992.php
Charlottetown Harbour,"46° 13' 54"" N","63° 7' 13"" W",Harbor,Small,CACHA,http://www.worldportsource.com/ports/CAN_Charlottetown_Harbour_2615.php
Catalina Harbour,"48° 30' 56"" N","53° 4' 28"" W","Pier, Jetty or Wharf",Very Small,CACAT,http://www.worldportsource.com/ports/CAN_Catalina_Harbour_2086.php
Carmanville Harbour,"49° 24' 14"" N","54° 16' 59"" W","Pier, Jetty or Wharf",Small,CACMV,http://www.worldportsource.com/ports/CAN_Carmanville_Harbour_2085.php
Chandler Harbor,"48° 20' 44"" N","64° 40' 23"" W",Harbor,Small,CACHR,http://www.worldportsource.com/ports/CAN_Chandler_Harbor_3991.php
Carleton Harbor,"48° 6' 1"" N","66° 7' 3"" W",Harbor,Small,CACLT,http://www.worldportsource.com/ports/CAN_Carleton_Harbor_3990.php
Chester Harbor,"44° 32' 13"" N","64° 14' 31"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Chester_Harbor_3980.php
Port of Cardinal,"44° 47' 19"" N","75° 22' 33"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/CAN_Port_of_Cardinal_4072.php
Port of Carbonear,"47° 44' 16"" N","53° 13' 24"" W","Pier, Jetty or Wharf",Small,CACRB,http://www.worldportsource.com/ports/CAN_Port_of_Carbonear_2613.php
Port of Caraquet,"47° 47' 47"" N","64° 55' 45"" W",Harbor,Small,CACAQ,http://www.worldportsource.com/ports/CAN_Port_of_Caraquet_2612.php
Campbell River Harbor,"50° 1' 55"" N","125° 14' 30"" W",Seaport,Small,CACAM,http://www.worldportsource.com/ports/CAN_Campbell_River_Harbor_3983.php
Bronte Harbor,"43° 23' 40"" N","79° 42' 24"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Bronte_Harbor_3998.php
Buctouche Harbour,"46° 28' 28"" N","64° 42' 47"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/CAN_Buctouche_Harbour_3981.php
Brockville Harbour,"44° 35' 7"" N","75° 41' 9"" W",Marina,Small,CABCK,http://www.worldportsource.com/ports/CAN_Brockville_Harbour_2607.php
Canso Harbour,"45° 20' 18"" N","60° 59' 45"" W",Harbor,Small,CACAH,http://www.worldportsource.com/ports/CAN_Canso_Harbour_2610.php
Port of Cap-aux-Meules,"47° 22' 41"" N","61° 51' 18"" W",Harbor,Small,CACMS,http://www.worldportsource.com/ports/CAN_Port_of_Cap_aux_Meules_3967.php
Brigus Bay Harbor,"47° 32' 10"" N","53° 12' 15"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Brigus_Bay_Harbor_4028.php
Burgeo Harbor,"47° 36' 38"" N","57° 36' 39"" W",Harbor,Very Small,CABUO,http://www.worldportsource.com/ports/CAN_Burgeo_Harbor_3982.php
Port of Campbellton,"48° 0' 42"" N","66° 40' 10"" W","Pier, Jetty or Wharf",Small,CACOM,http://www.worldportsource.com/ports/CAN_Port_of_Campbellton_2608.php
Port of Bridgewater,"44° 22' 34"" N","64° 30' 58"" W",Harbor,Small,CABRW,http://www.worldportsource.com/ports/CAN_Port_of_Bridgewater_3977.php
Blubber Bay Harbor,"49° 47' 24"" N","124° 37' 23"" W",Harbor,Very Small,CATEX,http://www.worldportsource.com/ports/CAN_Blubber_Bay_Harbor_4089.php
Bloedel Harbor,"50° 7' 3"" N","125° 22' 23"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Bloedel_Harbor_3989.php
Botwood Harbor,"49° 8' 42"" N","55° 20' 31"" W",Harbor,Very Small,CABWD,http://www.worldportsource.com/ports/CAN_Botwood_Harbor_3976.php
Port of Blanc-Sablon,"51° 25' 12"" N","57° 8' 48"" W","Pier, Jetty or Wharf",Very Small,CAYBX,http://www.worldportsource.com/ports/CAN_Port_of_Blanc_Sablon_3975.php
Blacks Harbor,"45° 3' 11"" N","66° 48' 2"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Blacks_Harbor_3973.php
Bella Coola Harbour,"52° 22' 28"" N","126° 47' 35"" W",Harbor,Very Small,CABLC,http://www.worldportsource.com/ports/CAN_Bella_Coola_Harbour_2606.php
Port of Becancour *,"46° 24' 8"" N","72° 23' 15"" W",Seaport,Medium,CABEC,http://www.worldportsource.com/ports/CAN_Port_of_Becancour_1624.php
Beaver Harbour,"44° 53' 7"" N","62° 24' 53"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CAN_Beaver_Harbour_4079.php
Beaver Harbour,"45° 4' 17"" N","66° 44' 11"" W",Harbor,Small,CABEH,http://www.worldportsource.com/ports/CAN_Beaver_Harbour_3972.php
Bayside Harbour,"45° 9' 33"" N","67° 8' 26"" W",Harbor,Small,CABAY,http://www.worldportsource.com/ports/CAN_Bayside_Harbour_2605.php
Bay Roberts Harbor,"47° 35' 24"" N","53° 15' 50"" W",Harbor,Small,CABYR,http://www.worldportsource.com/ports/CAN_Bay_Roberts_Harbor_3971.php
Port of Belledune,"47° 54' 38"" N","65° 50' 54"" W",Harbor,Small,CABEL,http://www.worldportsource.com/ports/CAN_Port_of_Belledune_129.php
Bay Bulls Harbour,"47° 18' 54"" N","52° 48' 44"" W",Harbor,Small,CABBU,http://www.worldportsource.com/ports/CAN_Bay_Bulls_Harbour_2604.php
Port of Bamberton,"48° 35' 11"" N","123° 31' 19"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/CAN_Port_of_Bamberton_4015.php
Port of Bathurst,"47° 37' 0"" N","65° 39' 0"" W",Seaport,Small,CABAT,http://www.worldportsource.com/ports/CAN_Port_of_Bathurst_2639.php
Port of Baie-Comeau,"49° 13' 50"" N","68° 7' 56"" W",Harbor,Small,CABCO,http://www.worldportsource.com/ports/CAN_Port_of_Baie_Comeau_3970.php
Port of Baie Verte,"49° 56' 17"" N","56° 11' 28"" W",Harbor,Small,CABVE,http://www.worldportsource.com/ports/CAN_Port_of_Baie_Verte_3969.php
Arnold's Cove Harbour,"47° 45' 59"" N","54° 0' 11"" W",Seaport,Small,CAARC,http://www.worldportsource.com/ports/CAN_Arnold_s_Cove_Harbour_2602.php
Port of Baddeck,"46° 5' 51"" N","60° 45' 7"" W",Harbor,Small,CABAD,http://www.worldportsource.com/ports/CAN_Port_of_Baddeck_2603.php
Port of Argentia,"47° 17' 35"" N","53° 59' 20"" W",Harbor,Small,CANWP,http://www.worldportsource.com/ports/CAN_Port_of_Argentia_1623.php
Port of Annapolis Royal,"44° 44' 39"" N","65° 31' 14"" W",Harbor,Small,,http://www.worldportsource.com/ports/CAN_Port_of_Annapolis_Royal_2601.php
Port of Havre Aubert,"47° 14' 6"" N","61° 49' 50"" W",Harbor,Very Small,CAAMN,http://www.worldportsource.com/ports/CAN_Port_of_Havre_Aubert_3965.php
Port Metro Vancouver *,"49° 17' 52"" N","123° 4' 27"" W",Seaport,Large,CAVAN,http://www.worldportsource.com/ports/CAN_Port_Metro_Vancouver_220.php
Port of Toronto *,"43° 38' 3"" N","79° 22' 8"" W",Seaport,Medium,CATOR,http://www.worldportsource.com/ports/CAN_Port_of_Toronto_126.php
Port of Arichat,"45° 30' 36"" N","61° 0' 51"" W",Harbor,Small,CAARI,http://www.worldportsource.com/ports/CAN_Port_of_Arichat_3968.php
Port of Sydney *,"46° 8' 31"" N","60° 12' 17"" W",Seaport,Medium,CASYD,http://www.worldportsource.com/ports/CAN_Port_of_Sydney_2611.php
Alliford Bay,"53° 12' 42"" N","131° 59' 22"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CAN_Alliford_Bay_4191.php
Port of Amherstburg,"42° 5' 54"" N","83° 6' 54"" W",Harbor,Small,CAAMH,http://www.worldportsource.com/ports/CAN_Port_of_Amherstburg_3966.php
Port of Quebec *,"46° 48' 21"" N","71° 12' 51"" W",Seaport,Large,CAQUE,http://www.worldportsource.com/ports/CAN_Port_of_Quebec_134.php
Prince Rupert Port *,"54° 18' 35"" N","130° 20' 21"" W",Seaport,Medium,CAPRR,http://www.worldportsource.com/ports/CAN_Prince_Rupert_Port_218.php
Port of Montreal *,"45° 32' 37"" N","73° 31' 45"" W",Seaport,Large,CAMTR,http://www.worldportsource.com/ports/CAN_Port_of_Montreal_133.php
Ras Isa Marine Terminal,"15° 8' 39"" N","42° 36' 28"" E",Off-Shore Terminal,Very Small,YERAI,http://www.worldportsource.com/ports/YEM_Ras_Isa_Marine_Terminal_1584.php
Port of Mukalla,"14° 31' 20"" N","49° 8' 59"" E",Seaport,Small,YEMKX,http://www.worldportsource.com/ports/YEM_Port_of_Mukalla_3713.php
Port of Nishtun,"15° 49' 14"" N","52° 11' 49"" E",Harbor,Small,YENIS,http://www.worldportsource.com/ports/YEM_Port_of_Nishtun_3714.php
Port of Mokha,"13° 19' 3"" N","43° 14' 0"" E",Harbor,Small,YEMOK,http://www.worldportsource.com/ports/YEM_Port_of_Mokha_1586.php
Port of Port Cartier,"50° 1' 57"" N","66° 47' 26"" W",Seaport,Small,CAPCA,http://www.worldportsource.com/ports/CAN_Port_of_Port_Cartier_2617.php
Port of Halifax *,"44° 39' 25"" N","63° 34' 44"" W",Seaport,Large,CAHAL,http://www.worldportsource.com/ports/CAN_Port_of_Halifax_202.php
Port of Hodeidah,"14° 50' 1"" N","42° 56' 11"" E",Seaport,Medium,YEHOD,http://www.worldportsource.com/ports/YEM_Port_of_Hodeidah_1585.php
Port of Saleef,"15° 18' 53"" N","42° 40' 18"" E",Seaport,Small,YESAL,http://www.worldportsource.com/ports/YEM_Port_of_Saleef_3715.php
Ash Shihr Terminal,"14° 41' 40"" N","49° 29' 17"" E",Harbor,Small,YEASR,http://www.worldportsource.com/ports/YEM_Ash_Shihr_Terminal_1583.php
Port of Aden *,"12° 47' 44"" N","44° 59' 36"" E",Deepwater Seaport,Medium,YEADE,http://www.worldportsource.com/ports/YEM_Port_of_Aden_214.php
Port of Varna *,"43° 11' 40"" N","27° 53' 30"" E",Seaport,Medium,BGVAR,http://www.worldportsource.com/ports/BGR_Port_of_Varna_119.php
Port of Bourgas,"42° 28' 12"" N","27° 27' 47"" E",Seaport,Small,,http://www.worldportsource.com/ports/BGR_Port_of_Bourgas_861.php
Port of Zhoupu,"30° 16' 38"" N","120° 14' 19"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Zhoupu_2539.php
Port of Zhongshan,"22° 30' 10"" N","113° 20' 59"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Zhongshan_2537.php
Port of Zhicheng,"30° 17' 9"" N","111° 31' 18"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Zhicheng_2536.php
Port of Muara,"5° 0' 52"" N","115° 4' 1"" E","Pier, Jetty or Wharf",Small,BNMUA,http://www.worldportsource.com/ports/BRN_Port_of_Muara_1665.php
Port of Zhenjiang,"32° 13' 14"" N","119° 25' 43"" E",River Port,Small,CNZHE,http://www.worldportsource.com/ports/CHN_Port_of_Zhenjiang_2535.php
Port of Zhapu,"30° 35' 11"" N","121° 5' 35"" E",Seaport,Small,CNZAP,http://www.worldportsource.com/ports/CHN_Port_of_Zhapu_2534.php
Port of Zhongxiang,"31° 11' 13"" N","112° 33' 42"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Zhongxiang_2538.php
Port of Zhoushan,"30° 0' 12"" N","122° 6' 15"" E",Seaport,Small,CNZOS,http://www.worldportsource.com/ports/CHN_Port_of_Zhoushan_2218.php
Port of Zhaoqing,"23° 2' 38"" N","112° 27' 31"" E",River Port,Small,CNZQG,http://www.worldportsource.com/ports/CHN_Port_of_Zhaoqing_2533.php
Port of Zhanjiang *,"21° 10' 11"" N","110° 24' 36"" E",Seaport,Medium,CNZHA,http://www.worldportsource.com/ports/CHN_Port_of_Zhanjiang_2532.php
Port of Zhangzhou,"24° 39' 17"" N","118° 10' 52"" E",Seaport,Small,CNZZU,http://www.worldportsource.com/ports/CHN_Port_of_Zhangzhou_2531.php
Port of Zhangjiagang,"31° 58' 35"" N","120° 25' 29"" E",Seaport,Medium,CNZJG,http://www.worldportsource.com/ports/CHN_Port_of_Zhangjiagang_2530.php
Port of Zhangjiabu,"37° 0' 29"" N","122° 10' 13"" E",Harbor,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Zhangjiabu_2529.php
Port of Yueyang,"29° 23' 54"" N","113° 6' 8"" E",Seaport,Small,CNYUY,http://www.worldportsource.com/ports/CHN_Port_of_Yueyang_2528.php
Port of Yuanjiang,"28° 50' 4"" N","112° 23' 31"" E",Seaport,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Yuanjiang_2527.php
Port of Yingkou *,"40° 41' 45"" N","122° 14' 10"" E",Seaport,Small,CNYIK,http://www.worldportsource.com/ports/CHN_Port_of_Yingkou_2524.php
Port of Yixing,"31° 21' 47"" N","119° 49' 5"" E",Ferry,Small,CNYIX,http://www.worldportsource.com/ports/CHN_Port_of_Yixing_2525.php
Port of Yichang,"30° 42' 43"" N","111° 16' 59"" E",River Port,Small,CNYIC,http://www.worldportsource.com/ports/CHN_Port_of_Yichang_2523.php
Port of Yantai *,"37° 34' 16"" N","121° 23' 32"" E",Seaport,Medium,CNYNT,http://www.worldportsource.com/ports/CHN_Port_of_Yantai_2217.php
Port of Yibin,"28° 46' 18"" N","104° 37' 24"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Yibin_2522.php
Port of Yangzhou,"32° 23' 1"" N","119° 28' 55"" E",Seaport,Small,CNYZH,http://www.worldportsource.com/ports/CHN_Port_of_Yangzhou_3524.php
Port of Yangpu,"19° 43' 35"" N","109° 12' 20"" E",Seaport,Small,CNYPG,http://www.worldportsource.com/ports/CHN_Port_of_Yangpu_2521.php
Yangjiang Harbour,"21° 50' 3"" N","111° 56' 58"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Yangjiang_Harbour_2520.php
Port of Yiyang,"28° 35' 22"" N","112° 19' 42"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Yiyang_2526.php
Yancheng Harbour,"33° 22' 57"" N","120° 6' 29"" E",River Port,Small,CNYCG,http://www.worldportsource.com/ports/CHN_Yancheng_Harbour_2519.php
Port of Douala *,"4° 3' 18"" N","9° 41' 13"" E",Seaport,Medium,CMDLA,http://www.worldportsource.com/ports/CMR_Port_of_Douala_1536.php
Xuzhou Harbour,"34° 19' 46"" N","117° 14' 13"" E",River Port,Small,CNXUZ,http://www.worldportsource.com/ports/CHN_Xuzhou_Harbour_2518.php
Port of Xiuyu,"25° 12' 17"" N","118° 58' 40"" E",Seaport,Small,CNXIU,http://www.worldportsource.com/ports/CHN_Port_of_Xiuyu_2517.php
Port of Xintangzhen ,"27° 13' 53"" N","112° 52' 9"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Xintangzhen__5214.php
Xinghua Harbour,"32° 56' 18"" N","119° 50' 2"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Xinghua_Harbour_2516.php
Port of Xiaopu,"31° 0' 6"" N","119° 54' 15"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Xiaopu_2513.php
Xiangtan Harbour,"27° 51' 17"" N","112° 54' 34"" E",River Port,Small,CNXTA,http://www.worldportsource.com/ports/CHN_Xiangtan_Harbour_2512.php
Port of Xiangfan,"32° 3' 10"" N","112° 10' 51"" E",River Port,Small,CNXFN,http://www.worldportsource.com/ports/CHN_Port_of_Xiangfan_2511.php
Xidi Harbour,"23° 21' 10"" N","116° 40' 43"" E",Seaport,Medium,,http://www.worldportsource.com/ports/CHN_Xidi_Harbour_2515.php
Port of Xiamen *,"24° 27' 0"" N","118° 1' 19"" E",Seaport,Medium,CNXMN,http://www.worldportsource.com/ports/CHN_Port_of_Xiamen_2510.php
Port of Wuzhou,"23° 28' 17"" N","111° 18' 25"" E",River Port,Medium,CNWUZ,http://www.worldportsource.com/ports/CHN_Port_of_Wuzhou_2508.php
Port of Xiaoshan,"30° 12' 2"" N","120° 10' 13"" E",River Port,Small,CNXIS,http://www.worldportsource.com/ports/CHN_Port_of_Xiaoshan_2514.php
Wuxue Harbour,"29° 50' 27"" N","115° 33' 58"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Wuxue_Harbour_2498.php
Port of Wujiang,"31° 8' 53"" N","120° 39' 18"" E",River Port,Small,CNWUJ,http://www.worldportsource.com/ports/CHN_Port_of_Wujiang_2507.php
Port of Wuhu,"31° 19' 47"" N","118° 21' 9"" E",River Port,Medium,CNWHI,http://www.worldportsource.com/ports/CHN_Port_of_Wuhu_2506.php
Port of Xiahai,"21° 10' 27"" N","110° 24' 38"" E",Seaport,Large,,http://www.worldportsource.com/ports/CHN_Port_of_Xiahai_2509.php
Port of Wuhan *,"30° 35' 16"" N","114° 18' 15"" E",River Port,Medium,CNWUH,http://www.worldportsource.com/ports/CHN_Port_of_Wuhan_2505.php
Port of Wenzhou *,"27° 59' 54"" N","120° 53' 8"" E",Ferry,Medium,CNWNZ,http://www.worldportsource.com/ports/CHN_Port_of_Wenzhou_2504.php
Port of Tongshan,"34° 20' 33"" N","117° 13' 18"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Port_of_Tongshan_2501.php
Port of Tongling,"30° 55' 51"" N","117° 45' 59"" E",River Port,Small,CNTOL,http://www.worldportsource.com/ports/CHN_Port_of_Tongling_2500.php
Port of Tongjiang,"47° 32' 48"" N","132° 25' 1"" E",River Port,Very Small,CNTOJ,http://www.worldportsource.com/ports/CHN_Port_of_Tongjiang_2499.php
Tianzhen Harbour,"29° 54' 49"" N","115° 24' 50"" E",River Port,Small,,http://www.worldportsource.com/ports/CHN_Tianzhen_Harbour_2497.php
Port of Tangshan,"39° 11' 43"" N","119° 0' 12"" E",Harbor,Small,CNTAS,http://www.worldportsource.com/ports/CHN_Port_of_Tangshan_2496.php
